ku_id,ku_name,ku_description,exam_frequency,r1_chunk_id,r1_score,r1_page,r1_excerpt,r2_chunk_id,r2_score,r2_page,r2_excerpt,r3_chunk_id,r3_score,r3_page,r3_excerpt,correct_rank
RENJIAO-G9-MATH-X-ku-反比例函数图象的对称性,反比例函数图象的对称性,反比例函数y=k/x的图象既关于直线y=x对称，又关于直线y=-x对称。,mid,624aeefc-7eb2-44f9-9307-be0470b56b74_00029,0.8569,18,"!""#$%&'()*+ 反比例函数 狔 ＝ １ 狓 的图象关于直线 狔 ＝－ 狓 对称吗 ？ 一般地 ， 反比例函数 狔 ＝ 犽 狓 的图象既关于直线 狔 ＝ 狓 对称 ， 又关于直线 狔 ＝－ 狓 对称 ． 在同一直角坐标系中 ， 画出 犽 ＝１ ， ２ ， ３ ， ４ ， ５ ， ６ 时反比例函",624aeefc-7eb2-44f9-9307-be0470b56b74_00027,0.8477,17,． 在反比例函 数 狔 ＝ １ 狓 的图象上任意选取一点 犆 ， 再作点 犆 关于直线 狔 ＝ 狓 的对称点 犆′． 可以看出 ， 对称点 犆′ 也在反比例函 数 狔 ＝ １ 狓 的图象上 ． 对比点 犆 和点 犆′ 的坐标 ， 看一看它 们有什么关系 ． 当拖动点 犆 在反比例函数 狔 ＝ １ 狓,624aeefc-7eb2-44f9-9307-be0470b56b74_00028,0.8071,17,犆′ 也在反比例函数 狔 ＝ １ 狓 的图象上运动 ． 通过上述的观察 ， 可以发现 ， 反比例函数 狔 ＝ １ 狓 的图象关于直线 狔 ＝ 狓 对称 ． ０１ 仅供个人学习使用，未经授权不得另做他用,
RENJIAO-G9-MATH-S-ku-圆周角定理的推论,圆周角定理的推论,同弧或等弧所对的圆周角相等。半圆（或直径）所对的圆周角是直角，90°的圆周角所对的弦是直径。,mid,f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00127,0.8576,93,"!""#$%&' 利用一些计算机软 件 ， 可以很方便地度量圆 周角 、 圆心角 ， 有条件的 同学可以试一下 ． 可以发现 ， 同弧所对的圆周角的度数等于这 条弧所对的圆心角的度数的一半 ． 如图 ２４．１  １２ ， 为了证明上面发现的结论 ， 在 ⊙ 犗 任取一个圆周角 ∠ 犅犃犆 ， 沿 犃",f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00173,0.7567,129,"!""#$%&' 对的弧 、 弦有什么关系 ？ 这些关系和圆的对称性有什么联系 ？ ３． 同弧所对的圆周角和它所对的圆心角有什么关系 ？ 你能举出一些它们的 实际应用吗 ？ ４． 点和圆有怎样的位置关系 ？ 直线和圆呢 ？ 你能举出这些位置关系的一些 实例吗 ？ 你能用哪些方法刻画这些位置关系 ？ ５",f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00126,0.7405,92,"!""#$%&' １． 如图 ， 犃犅 ， 犆犇 是 ⊙ 犗 的两条弦 ． （ １ ） 如果 犃犅 ＝ 犆犇 ， 那么 ， ． （ ２ ） 如果 犃犅 ︵ ＝ 犆犇 ︵ ， 那么 ， ． （ ３ ） 如果 ∠ 犃犗犅 ＝ ∠ 犆犗犇 ， 那么 ， ． （ ４ ） 如果 犃犅 ＝ 犆犇 ， 犗犈 ⊥ 犃",
RENJIAO-G9-MATH-S-ku-正多边形的画法-等分圆周,正多边形的画法（等分圆周）,用量角器作等圆心角或圆规截等弦可等分圆周，顺次连接分点得正多边形。,mid,f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00152,0.8577,114,"!""#$%&' 实际生活中 ， 经常遇到画正多边形的问题 ， 比如画一个六角螺帽的平面 图 、 画一个五角星等 ， 这些问题都与等分圆周有关 ． 要制造如图 ２４．３  ５ 中的 零件 ， 也需要等分圆周 ． 图 ２４．３  ５ 利用这种方法 ， 可 以画出任意的正 狀 边形 ． 由于同圆中相等",f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00150,0.7531,112,"!""#$%&' ２４．３ 正多边形和圆 我们知道 ， 各边相等 、 各角也相等的多边形是正多边形 ． 日常生活中 ， 我 们经常能看到正多边形形状的物体 ， 利用正多边形 ， 也可以得到许多美丽的图 案 （ 图 ２４．３  １ ） ． 你还能举出一些这样的例子吗？ Ϛ 图 ２４．３  １ 正多边",f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00153,0.7276,115,"!""#$%&' （ 第 ２ 题 ） １． 画一个半径为 ２ｃｍ 的正五边形 ， 再作出这个正五边形的各条对角线 ， 画出一个 五角星 ． ２． 用等分圆周的方法画出下列图案 ： ܬ˷ ڌ 习题 ２４．３ １． 完成下表中有关正多边形的计算 ： 正多边形边数 内角 中心角 半径 边长 边心距 周长 面",
RENJIAO-G12-MATH-A-SBX3-ku-杨辉三角研究报告框架,杨辉三角研究报告框架,研究报告包括：课题组成员分工、发现结论及过程、证明思路、结论证明、应用举例、收获体会。,mid,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00121,0.8579,47,数学探究 杨辉三角的性质与应用 ２． 小组成员各自开展独立探究 ， 并以专题作业的形式撰写研究报告 ． ３． 小组内进行交流讨论 ， 完善研究成果 ， 并形成一份小组研究报告 ． ４． 全班进行成果交流 、 评价 ． D1M>NO-P<Q) 杨辉三角的性质与应用 年级 班 完成时间 ： １． 课题组,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00118,0.7584,46,数学探究 杨辉三角的性质与应用 ? 利用数学知识间的联 系性 ， 我们可以从不同角度 研究这些性质 ． 结合已有知 识 ， 对比一下不同角度发现 和证明性质的过程 ， 说一说 自己的体会 ． 所以 Ｃ 狉 狀 ＝Ｃ 狉 －１ 狀 －１ ＋Ｃ 狉 狀 －１ ． 上式是杨辉三角最基本的性质 ， 也是二项,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00115,0.749,45,数学探究 杨辉三角的性质与应用 01=>-?@A BCDE-./:FG （ 一 ） 杨辉三角的性质 １． 观察杨辉三角的结构 ， 即杨辉三角中数字排列的规律 ， 例如每一行 、 相邻两行 、 斜行等 ， 画一画 ， 连一连 ， 算一算 ， 写出你发现的结论 ． 例如 ： （ １ ） 结合图 １ 和图,
renjiao-math-g10-a-ku-两角差的余弦公式-c-α-β,两角差的余弦公式 C(α-β),cos(α-β)=cosα cosβ+sinα sinβ,mid,2e0d9544-a589-4011-9c62-6f178b6af20b_00561,0.8584,223,第五章 三角函数 平面上任意两点 犘 １ （ 狓 １ ， 狔 １ ）， 犘 ２ （ 狓 ２ ， 狔 ２ ） 间的距离公式 犘 １ 犘 ２ ＝ （ 狓 ２ － 狓 １ ） ２ ＋ （ 狔 ２ － 狔 １ ） 槡 ２ ． 根据两点间的距离公式 ， 得 ｃｏｓ （ α － β ） －１ ［ ］ ２ ＋ｓｉ,2e0d9544-a589-4011-9c62-6f178b6af20b_00564,0.8475,224,第五章 三角函数 ｃｏｓ （ α － β ） ＝ｃｏｓ α ｃｏｓ β ＋ｓｉｎ α ｓｉｎ β ＝ （ － ３ ５ ） × （ － ５ １３ ） ＋ ４ ５× （ － １２ １３ ） ＝－ ３３ ６５． ጷ˸ １． 利用公式 Ｃ （ α － β ） 证明 ： （ １ ） ｃｏｓ （ ３ π ２－ ,2e0d9544-a589-4011-9c62-6f178b6af20b_00565,0.8324,224,并注意到 α ＋ β 与 α － β 之间的联系 ： α ＋ β ＝ α － （ － β ）， 则由公式 Ｃ （ α － β ） ， 有 ｃｏｓ （ α ＋ β ） ＝ｃｏｓ ［ α － （ － β ）］ ＝ｃｏｓ α ｃｏｓ （ － β ） ＋ｓｉｎ α ｓｉｎ （ － β ） ＝ｃｏｓ α ｃｏ,
renjiao-math-g10-a-ku-参数-φ-对-y-sin-x-φ--图象的影响,参数 φ 对 y=sin(x+φ) 图象的影响,φ 决定图象的左右平移，左加右减,mid,2e0d9544-a589-4011-9c62-6f178b6af20b_00599,0.8588,239,ｎ （ ω 狓 ＋ φ ） 的影响 ？ （ ２ ） 函数 狔 ＝ 犃 ｓｉｎ （ ω 狓 ＋ φ ） 含有三个参数 ， 你认为应按怎样的思路进行研究 ？ １ 探索 φ 对 狔 ＝ｓｉｎ （ 狓 ＋ φ ） 图象的影响 为了更加直观地观察参数 φ 对函数图象的影响 ， 下面借助信息技术做一个数学实验,2e0d9544-a589-4011-9c62-6f178b6af20b_00602,0.7915,240,） 平移 ｜ φ ｜ 个单位 长度 ， 就得到函数 狔 ＝ｓｉｎ （ 狓 ＋ φ ） 的图象 ． ２ 探索 ω （ ω ＞ ０ ） 对 狔 ＝ｓｉｎ （ ω 狓 ＋ φ ） 图象的影响 下面 ， 仍然通过数学实验来探索 ． 如图 ５．６  ５ ， 取圆的半径 犃 ＝１ ． 为了研究方便 ， 不 ,2e0d9544-a589-4011-9c62-6f178b6af20b_00601,0.7759,240,第五章 三角函数 狔 就等于 ｓｉｎ 狓． 以 （ 狓 ， 狔 ） 为坐标描点 ， 可得正弦函数 狔 ＝ｓｉｎ 狓 的图象 ． ቃ 在单位圆上拖动起点 犙 ０ ， 使点 犙 ０ 绕点 犗 １ 旋转 π ６ 到 犙 １ ， 你发现图象有什么变化 ？ 如果使点 犙 ０ 绕点 犗 １ 旋转 － π ６ ，,
RENJIAO-G9-MATH-X-ku-中心投影,中心投影,由同一点（点光源）发出的光线形成的投影叫做中心投影。例如，物体在灯泡发出的光照射下形成的影子就是中心投影。,mid,624aeefc-7eb2-44f9-9307-be0470b56b74_00140,0.859,95,"!""#,%&-./01 由同一点 （ 点光源 ） 发出的光线形成的投影叫做 中心投影 （ ｃｅｎｔｅｒｐｒｏｊｅｃ ｔｉｏｎ ） ． 例如 ， 物体在灯泡发出的光照射下形成的影子 （ 图 ２９．１  ４ ） 就是中心 投影 ． ࿯ ʳᢧ 图 ２９．１  ４ 把下列物体与它们的投影用线连接起来 ",624aeefc-7eb2-44f9-9307-be0470b56b74_00139,0.6731,94,"!""#,%&-./01 ２９．１ 投影 物体在日光或灯光的照射下 ， 会在地面 、 墙壁等处形成影子 （ 图 ２９．１  １ ） ． 影子既与物体的形状有关 ， 也与光线的照射方式有关 ． 图 ２９．１  １ 一般地 ， 用光线照射物体 ， 在某个平面 （ 地面 、 墙壁等 ） 上得到的影子叫 ",624aeefc-7eb2-44f9-9307-be0470b56b74_00141,0.6561,96,"!""#,%&-./01 图 ２９．１  ５ 中 ， 图 （ １ ） 中的投影线集中于一点 ， 形成中心投影 ； 图 （ ２ ）（ ３ ） 中 ， 投影线互相平行 ， 形成平行投影 ． 图 （ ２ ） 中 ， 投影线斜着照射投影面 ； 图 （ ３ ） 中投影线垂直照射投影面 （ 即投影线正对着投影面",
RENJIAO-G9-MATH-S-ku-直线和圆的位置关系-数量判定,直线和圆的位置关系（数量判定）,设⊙O的半径为r，圆心O到直线l的距离为d，则：直线l和⊙O相交⇔d<r；直线l和⊙O相切⇔d=r；直线l和⊙O相离⇔d>r。,mid,f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00139,0.8595,103,"!""#$%&' 可以发现 ， 直线和圆有三种位置关系 （ 图 ２４．２  ８ ）： č ᅊ Ď č ᅉ Ď č ᅈ Ď l O r d l O r d l O r d 图 ２４．２  ８ 利用信息技术工 具 ， 可以画出动态的图 形 ， 方便研究直线和圆 的位置关系 ． 有条件的 同学可以试一试",f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00149,0.774,111,"!""#$%&' 类似于研究点和圆 、 直线和圆的位置关系 ， 我们也可以用两圆的半径和两圆的圆心距 （ 两圆圆心的距离 ） 来刻画两圆的位置关系 ． 如果两圆的半径分别为 狉 １ 和 狉 ２ （ 狉 １ ＜ 狉 ２ ）， 圆 心距为 犱 ， 请你利用 犱 与 狉 １ 和 狉 ２ 之间的关系讨论两圆的",f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00138,0.7365,102,"!""#$%&' 矛盾 ． 这说明假设 ∠ １ ≠∠ ２ 不正确 ， 从而 ∠ １＝ ∠ ２ ． １． 画出由所有到已知点 犗 的距离大于或等于 ２ｃｍ ， 并且小于或等于 ３ｃｍ 的点组 成的图形 ． ２． 体育课上 ， 小明和小丽的铅球成绩分别是 ６．４ｍ 和 ５．１ｍ ， 他们投出的铅球分 别落",
RENJIAO-G8-MATH-S-ku-等腰三角形的定义,等腰三角形的定义,有两边相等的三角形叫作等腰三角形，相等的两边叫腰，另一边叫底边，两腰夹角叫顶角，腰和底边夹角叫底角。,mid,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00011,0.8597,9,B C B A A （ １ ） （ ２ ） （ ３ ） 图 １３．１２ 有两边相等的三角形叫作 等腰三角形 （ ｉｓｏｓｃｅｌｅｓｔｒｉａｎｇｌｅ ）， 其中相等的两 边叫作 腰 ， 另一边叫作 底边 ， 两腰的夹角叫作 顶角 ， 腰和底边的夹角叫作 底 ２,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00012,0.854,9,１３．１２ 有两边相等的三角形叫作 等腰三角形 （ ｉｓｏｓｃｅｌｅｓｔｒｉａｎｇｌｅ ）， 其中相等的两 边叫作 腰 ， 另一边叫作 底边 ， 两腰的夹角叫作 顶角 ， 腰和底边的夹角叫作 底 ２,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00010,0.7268,9,第十三章 三角形 １３．１ 三角形的概念 在小学 ， 我们已经初步认识了三角形 ． 本节我们将进一 步学习三角形的有关概念及其符号表示 ， 以及三角形的分类 ． A B C a c b 图 １３．１  １ 如图 １３．１  １ ， 由不在同一条直线上的三条线段首 尾顺次相接所组成的图形叫作 三角,
RENJIAO-G9-MATH-X-ku-用计算器求锐角三角函数值,用计算器求锐角三角函数值,利用计算器的sin、cos、tan键，输入角度值（度或度分秒）即可得到锐角三角函数值。,mid,624aeefc-7eb2-44f9-9307-be0470b56b74_00114,0.86,75,"!""#$%&'()(*+ 如果已知锐角三角函数值 ， 也可以使用计算器求出相应锐角的度数 ． 例如 ， 已知 ｓｉｎ 犃 ＝０．５０１８ ， 用计算器求锐角 犃 可以按照下面方法操作 ： 依次按键 ２ｎｄＦｓｉｎ ， 然后输入函数值 ０．５０１８ ， 得到 ∠ 犃 ＝３０．１１９１５８ ６７° （ ",624aeefc-7eb2-44f9-9307-be0470b56b74_00111,0.822,74,"!""#$%&'()(*+ 当 犃 ， 犅 均为锐 角时 ， 若 犃 ≠ 犅 ， 则 ｓｉｎ 犃 ≠ ｓｉｎ 犅 ， ｃｏｓ 犃 ≠ ｃｏｓ 犅 ， ｔａｎ 犃 ≠ ｔａｎ 犅． 解 ： （ １ ） 在图 ２８．１  ９ （ １ ） 中 ， ∵ ｓｉｎ 犃 ＝ 犅犆 犃犅 ＝ 槡 ３ 槡 ６ ＝ 槡",624aeefc-7eb2-44f9-9307-be0470b56b74_00112,0.7464,74,输入角的 度 、 分值 （ 可以使用 ° ′″ 键 ）， 就可以得到结果 ０．５９１３９８３５１ ． 因为 ３０°３６ ′ ＝３０．６° ， 所以也可以利用 ｔａｎ 键 ， 并输入角度值 ３０．６ ， 同样得到结果 ０．５９１３９８３５１． ７６ 仅供个人学习使用，未经授权不得另做他用,
RENJIAO-G11-MATH-A-SBX1-ku-双曲线的顶点与实轴虚轴,双曲线的顶点与实轴虚轴,"双曲线x^2/a^2 - y^2/b^2=1的顶点为A1(-a,0),A2(a,0)；实轴长2a，虚轴长2b。",mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00347,0.8601,127,的对称轴有两个交点 ， 它 们叫做 双曲线的顶点 ． 令 狓 ＝０ ， 得 狔 ２ ＝－ 犫 ２ ， 这个方程没有实数解 ， 说明双曲线 和 狔 轴没有公共点 ， 但我们也把 犅 １ （ ０ ， － 犫 ）， 犅 ２ （ ０ ， 犫 ） 两点画 在 狔 轴上 （ 图 ３．２  ８ ） ． 线段 犃,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00346,0.8038,127,第三章 圆锥曲线的方程 １ 范围 y x O F 2 F 1 x = a x = - a 图 ３．２  ７ 类比研究椭圆范围的方法 ， 观察双曲线 ， 我们发现双曲线上点 的横坐标的范围是 狓 ≤ － 犪 ， 或 狓 ≥ 犪 ， 纵坐标的范围是 狔 ∈ 犚 （ 图 ３．２  ７ ） ． 下面利,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00349,0.7768,128,第三章 圆锥曲线的方程 M O x y d F 1 F 2 A 1 B 1 A 2 B 2 图 ３．２  ９ 狓 ２ ９ － 狔 ２ ４ ＝１ 的右支上取一点 犕 ， 测量点 犕 的横坐标 狓 犕 以及它到直线 狓 ３－ 狔 ２＝０ 的距离 犱． 沿曲线向右上方拖动点 犕 ， 观察 狓 犕 与 犱,
RENJIAO-G11-MATH-A-SBX1-ku-空间向量的共线向量与平行向量,空间向量的共线向量与平行向量,有向线段所在直线平行或重合的向量叫共线向量（平行向量）。零向量与任意向量平行。,mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00012,0.8603,7,共线向量 （ ｃｏｌｌｉｎｅａｒｖｅｃｔｏｒｓ ） 或 平行向量 （ ｐａｒａｌｌｅｌｖｅｃｔｏｒｓ ） ． 我们规定 ： 零向量与任意向量 平行 ， 即对于任意向量 犪 ， 都有 ０ ∥ 犪 ． ２,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00011,0.8363,7,一样 ， 我们规定 ， 长度为 ０ 的向量叫做 零向 量 （ ｚｅｒｏｖｅｃｔｏｒ ）， 记为 ０ ． 当有向线段的起点 犃 与终点 犅 重合时 ， 犃犅 →  ＝ ０ ． 模为 １ 的向量叫做 单位向量 （ ｕｎｉｔｖｅｃ ｔｏｒ ） ． 与向量 犪 长度相等而方向相反的向量 ， 叫做 犪 的,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00017,0.7994,9, ８ 如图 １．１  ８ ， 如果表示向量 犪 的有向线段 犗犃 →  所在的直 线 犗犃 与直线 犾 平行或重合 ， 那么称向量 犪 平行于直线 犾． 如果直线 犗犃 平行于平面 α 或在平面 α 内 ， 那么称向量 犪 平 行于平面 α ． 平行于同一个平面的向量 ， 叫做 共面向量 （ ,
RENJIAO-G11-MATH-A-SBX1-ku-直线的两点式方程,直线的两点式方程,"经过两点P1(x1,y1),P2(x2,y2)(x1≠x2,y1≠y2)的直线方程为(y-y1)/(y2-y1)=(x-x1)/(x2-x1)，称为两点式。",mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00185,0.8603,67,－ 狔 １ 狓 ２ － 狓 １ ． 任取 犘 １ ， 犘 ２ 中的一点 ， 例如 ， 取点 犘 １ （ 狓 １ ， 狔 １ ）， 由直线的点斜式方程 ， 得 不利用点斜式方程 ， 你能求出两点式方程吗 ？ 狔 － 狔 １ ＝ 狔 ２ － 狔 １ 狓 ２ － 狓 １ （ 狓 － 狓 １ ）， 当 狔 ,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00190,0.7811,69,第二章 直线和圆的方程 狓 ＋１３ 狔 ＋５＝０． 这就是边 犅犆 上中线 犃犕 所在直线的方程 ． 直线的点斜式 、 斜截式 、 两点式 、 截距式方程都有明确的几何意义 ， 都涉及确定直线 位置的两个基本要素 ： 两个点或一点和斜率 ． 这些直线的方程 ， 形式不同但本质一致 ， 都 是对直线的,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00184,0.7629,67,第二章 直线和圆的方程 （ ４ ） 经过点 犇 （ －４ ， －２ ）， 倾斜角是 ２ π ３． ２． 填空题 ． （ １ ） 已知直线的点斜式方程是 狔 －２＝ 狓 －１ ， 那么此直线的斜率是 ， 倾斜角是 ； （ ２ ） 已知直线的点斜式方程是 狔 槡 ＋２＝３ （ 狓 ＋１ ）， 那么此直线,
RENJIAO-G9-MATH-S-ku-利用二次函数图象求一元二次方程的近似根,利用二次函数图象求一元二次方程的近似根,通过观察二次函数图象与x轴交点，或不断缩小根所在范围（二分法），得到方程的近似根。,mid,f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00073,0.8608,53,"!""#""$%""&'( 由上面的结论 ， 我们可以利用二次函数的图象求一元二次方程的根 ． 由于 作图或观察可能存在误差 ， 由图象求得的根 ， 一般是近似的 ． y - 1 1 2 3 x ( - 0.7,0) (2.7,0) O y = x 2 x 2 2 图 ２２．２  ３ 例 利用函数图象求",f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00074,0.7697,53,７５ ， 与自变量为 ３ 时的函数值异号 ， 所以这个根在 ２．５ ， ３ 之间 ． 再取 ２．５ ， ３ 的平均数 ２．７５ ， 用 计算器算得自变量为 ２．７５ 时的函数值为 ０．０６２５ ， 与自变量为 ２．５ 时的函数值 异号 ， 所以这个根在 ２．５ ， ２．７５ 之间 ． 重复上述步骤 ,f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00075,0.7655,53,． 你能用这种方法得出方程 狓 ２ －２ 狓 －２＝０ 的另一个根的近似值吗 （ 要求根 的近似值与根的准确值的差的绝对值小于 ０．１ ） ？ 这种求根的近似值的方法也适用于更高次的一元方程 ． ６４,
